text,sentiment
Class er puro ok ache choltese :),neutral
traffic ta onekhta temon valoo na hoy 😂,neutral
internet ta mone hoy moderate choltese!!,neutral
Phone ta ar ki average thaake,neutral
Vibe ta awesome palammmm ✅ 😅,positive
Weather ta onekhta annoying gelo 🤮,negative
Traffic ta ar ki parlam na gelo,negative
Amar ekdom annoying atke gelam 🤮,negative
weather ta vabi nai moderate thaake,neutral
chayer adda ta khb extreme enjoy korlam 🥰,positive
Internet ta khoob valo cupai gelo 🥳,positive
Ajker vibe ta disgusting hoye gelo 😡,negative
Job ta mone hoy zero level atke gelam ❌,negative
phone ta sotti adhure baje lagse 👎!!,negative
Phone ta vabi nai moderate kora hoy nai!!,neutral
bus e asolei kono rokom asol,neutral
Assignment ta masti palam,positive
result ta asolei ekdom ghorator chinta hocche 😭,negative
Chayer adda ta onkta temon bhalo na asol???,neutral
ei fatafati palam ✨ :),positive
review ta onekta lit pelam,positive
Class er ekdom matha nosto kharap hoilo na,negative
Review ta fatafatiiii hoyeche,positive
laptop ta asolei just okay hoy,neutral
Chayer adda ta eta to boring atke gelam,negative
Eid er plan shanti palam 😍 :),positive
Coding ta vibe ta top class pelam 🔥,positive
Laptop ta level up chilo ✨ 🙄,positive
Chayer adda ta shunlam sera cupai gelo ...,positive
khawa ta sotti op enjoy korlam 🙌 :),positive
khawa ta puro darun enjoy korlam,positive
Khawa ta asolei parlam na hoilo na 🤬 😂,negative
oir onekkkta thik thak kora hoy nai ...,neutral
assignment ta ghatiya hoye gelo 😭,negative
Family te vibe ta awesome hoisechilo 🙌,positive
Bazar e dekhi disgusting atke gelam 🤮 :),negative
Result ta onekhtaaaaaa kopa chilo 😍,positive
Brother er matha nosto khrp hoye gelo 🤬,negative
Oir ekdom ghoratorrrr gelo,negative
gaan ta jossh cupai gelo ✨ ...,positive
assignment ta annoying hoilo na 👎,negative
Match ta bas slow hoilo na 😭???,negative
brother er matha nosto kharap hoye gelo 🙄,negative
Brother er vabi nai just okay asol,neutral
Job ta darun pelam 😍,positive
traffic ta dekhi super laglo,positive
brother er faka chinta hocche 😞 😅,negative
internet ta shunlam parlam na hoye gelo,negative
Internet ta sotti extreme palam,positive
weather ta vabi nai blo laglo 🥳???,positive
Phone ta ok ache mathay nai!!,neutral
Chayer adda ta bas ghatiya hoilo na 🙄,negative
movie ta shunlam boring atke gelam!!,negative
Match ta kono rokom asol,neutral
amar shunlam adhure gelo ❌,negative
Gaan ta vabi nai temon valoo na asol ...,neutral
Bazar e vibe ta ok ache kora hoy nai!!,neutral
Sokal ta shunlam ekdom ghorator khoob khrp 👎!!,negative
bus e super enjoy korlam,positive
Assignment ta asolei normal mathay nai,neutral
Assignment ta onno rokom hoise ...,positive
laptop ta fire pelam,positive
Khawa ta waste of time hoilo na,negative
Traffic ta kono rokom thaake,neutral
Eid er plan vabi nai ok ache hoy,neutral
Bus e mama disgusting gelo 👎,negative
Sokal ta shunlam moderate kora hoy nai,neutral
chayer adda ta fatafati enjoy korlam 🔥,positive
Movie ta mama typical kora hoy nai!!,neutral
Exam er asolei adhure gelo 🤬,negative
internet ta ki bolbo so-so thaake,neutral
Friend ra annoying hoye gelo 😭,negative
boss er mama puro baje hoye gelo,negative
Family te puro useless baje lagse,negative
ei ekdom fresh hoise,positive
friend ra mone hoy tension er chinta hocche 👎,negative
coding ta just okay asol 😂,neutral
friend ra sotti shanti enjoy korlam 🔥,positive
Exam er ekdom mind blowing chilo ...,positive
laptop ta eta to parlam na baje lagse ❌,negative
job ta lit chilo ✅,positive
Phone ta mone hoy tension er hoilo na 😅,negative
Weather ta onekta heavy palam,positive
Bazar e bas sera enjoy korlam 😂,positive
Amar normal koraaaaa hoy nai 😅,neutral
Phone ta shunlam adhure hoye gelo 🤬,negative
sokal ta brilliant enjoy korlam 😍,positive
chayer adda ta mone hoy just okay choltese ...,neutral
brother er ki bolbo zero level atkeeeeee gelam 👎,negative
Boss er kopa cupai gelo,positive
ajker ki bolbo heavy chilo???,positive
Chayer adda ta sera cupai gelo 🙌???,positive
Result ta mone hoy adhure baje lagse 😭 🙄,negative
Internet ta level up pelam,positive
eid er plan boring baje lagse,negative
ei puro irritating hoye gelo 🤬,negative
Oir eta to normal thaake!!,neutral
Job ta ekdom kono rokom thaake,neutral
sokal ta vabi nai kono rokom hoy???,neutral
Khawa ta asolei adhureee chinta hocche 😡 😂,negative
Movie ta asolei waste of time hoilo na 👎,negative
Friend ra shunlam puro baje khoobbb khrp 🤬,negative
Phone ta dekhi faka chinta hocche 😡,negative
Friend ra chomokdar cupai gelo 🙌 😂,positive
eid er plan vabi nai thik thak kora hoy nai,neutral
Khawa ta mathaaaaaa betha atke gelam ...,negative
Match ta ki bolbo tension er bajeeee lagse 💔!!,negative
assignment ta ar ki average mathay nai,neutral
Match ta normal thaake ...,neutral
bus e level up hise ❤️,positive
class er heavy chilo ...,positive
chayer adda ta khuuub parlam na atke gelam 😞???,negative
Match ta khuuub ghatiya baje lagse 😞 🙄,negative
Movie ta shunlam masti hise!!,positive
class er zero level hoye gelo 😡 ...,negative
result ta moderate mathay nai,neutral
Bus e onno rokom dekha jabe ✅,positive
job ta masti palam 😍,positive
Chayer adda ta shunlam onno rokom pelam 🙌!!,positive
Boss er mama mojadar pelam 🥳,positive
Job ta tension er atke gelam,negative
Family te uselesssssss khuuub khrp 🤬,negative
Bazar e adhure khub khrp 😞!!,negative
exam er mone hoy level up hoise,positive
Review ta vibe ta super dekha jabe,positive
Match ta chalai neyaaa jay kora hoy nai,neutral
Gaan ta normal asol???,neutral
Review ta fatafatiii laglo 🔥 😅,positive
vibe ta dekhi ghatiya khb kharap 💔,negative
Brother er ekdom mojadar pelam ❤️,positive
Eid er plan moderate asol,neutral
Internet ta temon blo na mathayyyyy nai ...,neutral
Khawa ta common asol :),neutral
traffic ta thik thak thaake,neutral
brother er ekdom fresh chilo 😍 😂,positive
bazar e bas agoon pelam ...,positive
Friend ra vabi nai onno rokom enjoy korlam,positive
Class er lit pelam ❤️,positive
Friend ra thik e ache mathay nai,neutral
Assignment ta asolei valoo palam,positive
Khawa ta puro baje atke gelam 😡,negative
Job ta temon valoo na mathay nai :),neutral
Ajker onekkkta matha nosto khrp hoilo na 👎 ...,negative
Review ta bas zero level chinta hocche,negative
Result ta puro ekdom fresh enjoy korlam 🥰,positive
Laptop ta vibe ta sera chilo 💥,positive
Job ta mone hoy waste of time khoob kharaaap 👎,negative
Assignmentttttt ta sera hoise 💥 🙄,positive
class er dekhi onno rokom chilo 🔥 :),positive
Phone ta normal hoy 😅,neutral
coding ta chalai neya jay mathay nai,neutral
Family te eta to mojadar hoise???,positive
sokal ta vabi nai irritating baje lagse 😡,negative
Ei ar ki kono rokom kora hoy nai,neutral
gaan ta vibe ta normal hoy 😂,neutral
amar parlam na khb kharap ❌,negative
boss er ki bolbo kopa pelam ✅,positive
Traffic ta faltu baje lagse,negative
Assignment ta matha nosto khrp chinta hocche 😭,negative
Khawa ta dekhi ekdom fresh dekha jabe 😂,positive
coding ta eta to faltu hoilo na,negative
Coding ta bas chalai neya jay asol???,neutral
Coding ta shunlam kopa chilo :),positive
Result ta ghatiya chinta hocche 🤮,negative
Movie ta puro bakwas atke gelam 😡 🙄,negative
gaan ta lit dekha jabe ❤️,positive
Khawa ta mind blowing hoise ❤️,positive
Ajker sotti extreme pelam ✅!!,positive
Chayer adda ta mama extreme dekha jabe 🙌,positive
Bazar e ki bolbo thik e ache hoy 🙄,neutral
Eid er plan mone hoy heavy laglo 🥰,positive
Internet ta ar ki chomokdar cupai gelo 🥳 :),positive
Review ta asolei tension er gelo 😞,negative
Gaan ta shunlam ekdom fresh chilo 🙌,positive
Result ta puro fatafati cupai gelo ❤️ 😂,positive
Sokal ta birokto chinta hocche 🙄,negative
eid er plan mone hoy masti pelam ✨,positive
laptop ta thik thak mathay nai 😅,neutral
laptop ta faka chinta hocche 😞 😅,negative
family te ekdom puro baje chinta hocche 🤮,negative
Job ta mone hoy kono rokom asol 🙄,neutral
Brother er ghatiya atke gelam,negative
Sokal ta heavy dekha jabe 💥,positive
Phone ta bas common choltese,neutral
Class er bas agoon palam ❤️,positive
Bazar e valo pelam,positive
Brother er mama agoon laglo 😅,positive
ajker thik thak choltese,neutral
phone ta irritating khb kharaaap,negative
Gaan ta mama masti dekha jabe 😍!!,positive
Oir shunlam birokto hoye gelo 😂,negative
Eid er plan faka khb kharaaapppppp 😞,negative
Boss er lit chilo ✨,positive
assignment ta moderate choltese,neutral
Amar mone hoy jossh hoise,positive
Result ta asolei thik thak mathay nai!!,neutral
Oir khuuub moderate mathay nai,neutral
Exam er boring atke gelam 😞!!,negative
chayer adda ta onekhta boring gelo,negative
Match ta shunlam mojadar enjoy korlam 💥,positive
class er asolei annoying atke gelam :),negative
laptop ta ki bolbo kono rokom hoy,neutral
traffic ta puroooooo lit laglo ❤️ 😂,positive
Movie ta ok ache kora hoy nai,neutral
Sokal ta puro faka atke gelam???,negative
Friend ra kopa pelam 😍,positive
Weather ta thik e ache hoy,neutral
Eid er plan sera cupai gelo 🙌 🙄,positive
chayer adda ta dekhi faka chinta hocche 😡,negative
Friend ra sotti lit dekha jabe 🥰,positive
ei brilliant dekha jabe 💥,positive
Friend ra onekhta just okay asol 😂,neutral
vibe ta eta to matha betha hoilo na 😡,negative
Family te bas op chilo ✨,positive
Family te ar ki thik e ache thaake 😅,neutral
Internet ta typical hoy,neutral
result ta onekta ok ache choltese!!,neutral
Phone ta asolei irritating hoye gelo 💔,negative
laptopppp ta khuuub temon bhalo na kora hoy nai 🙄,neutral
Amar matha betha atke gelam 😭 🙄,negative
ajker ar ki heavy cupai gelo ...,positive
Movie ta puro average kora hoy nai,neutral
Ei just okay mathay nai,neutral
Phone ta lit laglo,positive
internet ta common asol,neutral
Ajker top class chilo 🥰,positive
movie ta khb faltu gelo 👎,negative
Weather ta sotti valo pelam 🥰 :),positive
Result ta mone hoy thik thak choltese :),neutral
result ta dekhi matha betha gelo 🙄,negative
Internet ta sera laglo ❤️,positive
Amar mone hoy heavy palam 🔥,positive
Ajker bas normal mathay nai,neutral
ajker irritating hoye gelo 👎 🙄,negative
Sokal ta onno rokom laglo ✨???,positive
Family te common kora hoy nai ...,neutral
Gaan ta shunlam birokto atke gelam 😭,negative
Job ta fire enjoy korlam,positive
ajker ki bolbo heavy enjoy korlam 🔥,positive
Chayer adda ta darun chilo 😍,positive
phone ta ar ki bakwas baje lagse,negative
Family te bas agoon laglo ✅,positive
coding ta mama matha nosto kharap atke gelam 💔,negative
Gaan ta asolei awesome cupai gelo 🔥,positive
Traffic ta sotti zero level hoye gelo 👎 😅,negative
Oir birokto baje lagse 👎,negative
Chayer adda ta onekta average kora hoy nai,neutral
bazar e ar ki just okay kora hoy nai :),neutral
laptop ta ar ki jossh pelam ✅,positive
family te ar ki just okay kora hoy nai,neutral
Job ta kono rokom mathay nai???,neutral
Weather ta agoon hoyeche 😂,positive
eid er plan shunlam ok ache kora hoy nai,neutral
Exam er matha betha khoob kharaaap,negative
Bazar e asolei boring baje lagse,negative
Oir sotti parlam na atke gelam,negative
Ei mone hoy top class laglo,positive
Khawa ta faka khuuub kharaaap 👎,negative
familyyyyy te super dekha jabe 🥰,positive
brother er temon valoo na asol,neutral
Weather ta vibe ta heavy palam 💥,positive
Class er ok ache thaake,neutral
Laptop ta dekhi thikkk thak hoy,neutral
Job ta eta to lit hoisechilo 😍,positive
Exam er eta to slow chinta hocche 🤮,negative
movie ta khuuub waste of time khuuub kharap 😭,negative
Family te shunlam just okay asol ...,neutral
Amar temon bhalo na choltese,neutral
Bazar e mone hoy boring hoilo na ...,negative
Job ta ekdom typical asol 🙄,neutral
Brother er dekhi heavy palam ❤️,positive
Exam er dekhi chomokdar cupai gelo :),positive
Family te mama boring hoilo na,negative
Phone ta sera enjoy korlam 🔥 🙄,positive
brother er ar ki top class cupai gelo 🙄,positive
Internet ta darun laglo,positive
khawa ta just okay kora hoy nai,neutral
Oir khuuub useless baje lagse 🤮,negative
Phone ta ki bolbo onno rokom laglo 😂,positive
Exam er mone hoy mind blowing enjoy korlam,positive
traffic ta mama faka gelo 🤬,negative
coding ta ki bolbo thik e ache mathayyyy nai,neutral
chayer adda ta onkta sera cupai gelo 🥳 🙄,positive
Gaan ta thik thak kora hoy nai :),neutral
Gaan ta ki bolbo super enjoy korlam,positive
Laptop ta puro heavy hoisechilo 😍,positive
Movie ta so-so asol???,neutral
Family te sotti matha betha chinta hoccheeeee 😭 🙄,negative
boss er vabi nai birokto hoye gelo 😭,negative
amar vibe ta boring hoye gelo 🤬,negative
Assignment ta lit pelam 😍,positive
match ta faka hoye gelo ❌ 😂,negative
Ajker useless atke gelam ...,negative
Internet ta super palam 🥳 😂,positive
Laptop ta ekdom ghorator chinta hocche???,negative
Ajker asolei adhure gelooooo 😡 🙄,negative
Phone ta ar ki disgusting atke gelam 😭,negative
assignment ta vibe ta faltu khub khrp,negative
amar fatafati dekha jabe ✨,positive
Bazar e typical hoy,neutral
Oir super hoisechilo 😂,positive
match ta ki bolbo ekdom fresh chilo ✅,positive
Internet ta average thaake!!,neutral
coding ta ok ache asol,neutral
result ta so-so mathay nai,neutral
exam er adhure khub khrp,negative
Review ta kopa laglo 🔥,positive
assignment ta ar ki typical mathay nai ...,neutral
Friend ra extreme dekha jabe 🥰???,positive
Ei puro brilliant dekha jabe ❤️ 😅,positive
brother er asolei adhure hoye gelo 😞 🙄,negative
Ei ok ache hoy :),neutral
Sokal ta birokto baje lagse 🤮,negative
Ei adhure hoye gelo 👎 🙄,negative
assignment ta chalai neya jay hoy,neutral
Laptop ta ekdom fresh pelam???,positive
exam er thik thak choltese,neutral
Friend ra average mathay nai!!,neutral
Familyyyyyy te just okay mathay nai 😂,neutral
Bus e darun enjoy korlam ✨,positive
laptop ta darun palam 😍,positive
Job ta ekdom super enjoy korlam ❤️ 😂,positive
Brother er matha betha hoye gelo 😞,negative
Result ta ekdom mojadar laglo 💥,positive
Khawa ta top class cupai gelo 💥,positive
Match ta vibe ta puro baje atke gelam 😭,negative
Phone ta eta to kono rokom choltese 🙄,neutral
Ei mama faka gelo ❌ :),negative
Amar puro baje hoye gelo,negative
class er disgusting chinta hocche,negative
Gaan ta dekhi annoying hoilo na ❌,negative
weather ta eta to top class enjoy korlam 😍,positive
eid er plan ki bolbo extreme chilo,positive
bus e shunlam awesome cupai gelo 🙄,positive
eid er plan eta to slow khuuub kharap 👎 🙄,negative
exam er irritating hoilo na 😡,negative
Coding ta bas slow khub kharap,negative
Chayer adda ta vibe ta common mathay nai,neutral
Friend ra ki bolbo normal choltese,neutral
family te common mathayyyy nai,neutral
family te matha nosto kharap khb kharap 💔 ...,negative
Match ta parlam na hoye gelo 🤬,negative
Phone ta mind blowing chilo ✨,positive
Gaan ta lit palam,positive
Traffic ta slow baje lagse,negative
Chayer adda ta eta to ekdom ghorator baje lagse,negative
Eid er plan khb parlam na khb khrp 🤮,negative
eid er plan dekhi disgusting khub kharap 😞,negative
Khawa ta bakwas hoye gelo 😂,negative
khawa ta shunlam op dekha jabe 💥!!,positive
Review ta heavy chilo 🥳,positive
Amar zero level chinta hocche 🤬,negative
Gaan ta khuuub ok ache asol 😅,neutral
coding ta sotti waste of time hoilo na!!,negative
Vibe ta mone hoy temon blo na kora hoy nai ...,neutral
chayer addaaa ta dekhi average choltese???,neutral
Ajker kopa pelam ❤️,positive
weather ta onekta temon valoo na asol,neutral
Oir bas disgustinggg khoob kharap ❌ 😂,negative
Assignment ta annoyinggg baje lagse 😡,negative
sokalllll ta valo palam 😍,positive
khawa ta mone hoy temon valoo na choltese,neutral
Assignment ta mama irritating hoilooooo na 😭,negative
Brother er khoob lit pelam 🥰,positive
bus e heavy chilo 💥,positive
match ta mone hoy matha nosto kharap hoye gelo ❌,negative
sokal ta fire chilo 🥳,positive
Brother er eta to normal mathay nai ...,neutral
Vibe ta puro average choltese,neutral
Bus e mojadar laglo,positive
Ei thik thak mathay nai,neutral
Coding ta dekhi darun enjoy korlam 🙌,positive
eid er plan darun chilo ✅,positive
